"emoji.chars","emoji.descriptions"
"<U+0001FA78>","drop of blood"
"<U+0001F48A>","pill"
"<U+0001FA79>","adhesive bandage"
"<U+0001FA7A>","stethoscope"
"<U+0001F6AA>","door"
"<U+0001F6CF><U+FE0F>","bed"
"<U+0001F6CF>","bed"
"<U+0001F6CB><U+FE0F>","couch and lamp"
"<U+0001F6CB>","couch and lamp"
"<U+0001FA91>","chair"
"<U+0001F6BD>","toilet"
"<U+0001F6BF>","shower"
"<U+0001F6C1>","bathtub"
"<U+0001FA92>","razor"
"<U+0001F9F4>","lotion bottle"
"<U+0001F9F7>","safety pin"
"<U+0001F9F9>","broom"
"<U+0001F9FA>","basket"
"<U+0001F9FB>","roll of paper"
"<U+0001F9FC>","soap"
"<U+0001F9FD>","sponge"
"<U+0001F9EF>","fire extinguisher"
"<U+0001F6D2>","shopping cart"
"<U+0001F6AC>","cigarette"
"<U+26B0><U+FE0F>","coffin"
"<U+26B0>","coffin"
"<U+26B1><U+FE0F>","funeral urn"
"<U+26B1>","funeral urn"
"<U+0001F5FF>","moai"
"<U+0001F3E7>","ATM sign"
"<U+0001F6AE>","litter in bin sign"
"<U+0001F6B0>","potable water"
"<U+267F>","wheelchair symbol"
"<U+0001F6B9>","men’s room"
"<U+0001F6BA>","women’s room"
"<U+0001F6BB>","restroom"
"<U+0001F6BC>","baby symbol"
"<U+0001F6BE>","water closet"
"<U+0001F6C2>","passport control"
"<U+0001F6C3>","customs"
"<U+0001F6C4>","baggage claim"
"<U+0001F6C5>","left luggage"
"<U+26A0><U+FE0F>","warning"
"<U+26A0>","warning"
"<U+0001F6B8>","children crossing"
"<U+26D4>","no entry"
"<U+0001F6AB>","prohibited"
"<U+0001F6B3>","no bicycles"
"<U+0001F6AD>","no smoking"
"<U+0001F6AF>","no littering"
"<U+0001F6B1>","non-potable water"
"<U+0001F6B7>","no pedestrians"
"<U+0001F4F5>","no mobile phones"
"<U+0001F51E>","no one under eighteen"
"<U+2622><U+FE0F>","radioactive"
"<U+2622>","radioactive"
"<U+2623><U+FE0F>","biohazard"
"<U+2623>","biohazard"
"<U+2B06><U+FE0F>","up arrow"
"<U+2B06>","up arrow"
"<U+2197><U+FE0F>","up-right arrow"
"<U+2197>","up-right arrow"
"<U+27A1><U+FE0F>","right arrow"
"<U+27A1>","right arrow"
"<U+2198><U+FE0F>","down-right arrow"
"<U+2198>","down-right arrow"
"<U+2B07><U+FE0F>","down arrow"
"<U+2B07>","down arrow"
"<U+2199><U+FE0F>","down-left arrow"
"<U+2199>","down-left arrow"
"<U+2B05><U+FE0F>","left arrow"
"<U+2B05>","left arrow"
"<U+2196><U+FE0F>","up-left arrow"
"<U+2196>","up-left arrow"
"<U+2195><U+FE0F>","up-down arrow"
"<U+2195>","up-down arrow"
"<U+2194><U+FE0F>","left-right arrow"
"<U+2194>","left-right arrow"
"<U+21A9><U+FE0F>","right arrow curving left"
"<U+21A9>","right arrow curving left"
"<U+21AA><U+FE0F>","left arrow curving right"
"<U+21AA>","left arrow curving right"
"<U+2934><U+FE0F>","right arrow curving up"
"<U+2934>","right arrow curving up"
"<U+2935><U+FE0F>","right arrow curving down"
"<U+2935>","right arrow curving down"
"<U+0001F503>","clockwise vertical arrows"
"<U+0001F504>","counterclockwise arrows button"
"<U+0001F519>","BACK arrow"
"<U+0001F51A>","END arrow"
"<U+0001F51B>","ON! arrow"
"<U+0001F51C>","SOON arrow"
"<U+0001F51D>","TOP arrow"
"<U+0001F6D0>","place of worship"
"<U+269B><U+FE0F>","atom symbol"
"<U+269B>","atom symbol"
"<U+0001F549><U+FE0F>","om"
"<U+0001F549>","om"
"<U+2721><U+FE0F>","star of David"
"<U+2721>","star of David"
"<U+2638><U+FE0F>","wheel of dharma"
"<U+2638>","wheel of dharma"
"<U+262F><U+FE0F>","yin yang"
"<U+262F>","yin yang"
"<U+271D><U+FE0F>","latin cross"
"<U+271D>","latin cross"
"<U+2626><U+FE0F>","orthodox cross"
"<U+2626>","orthodox cross"
"<U+262A><U+FE0F>","star and crescent"
"<U+262A>","star and crescent"
"<U+262E><U+FE0F>","peace symbol"
"<U+262E>","peace symbol"
"<U+0001F54E>","menorah"
"<U+0001F52F>","dotted six-pointed star"
"<U+2648>","Aries"
"<U+2649>","Taurus"
"<U+264A>","Gemini"
"<U+264B>","Cancer"
"<U+264C>","Leo"
"<U+264D>","Virgo"
"<U+264E>","Libra"
"<U+264F>","Scorpio"
"<U+2650>","Sagittarius"
"<U+2651>","Capricorn"
"<U+2652>","Aquarius"
"<U+2653>","Pisces"
"<U+26CE>","Ophiuchus"
"<U+0001F500>","shuffle tracks button"
"<U+0001F501>","repeat button"
"<U+0001F502>","repeat single button"
"<U+25B6><U+FE0F>","play button"
"<U+25B6>","play button"
"<U+23E9>","fast-forward button"
"<U+23ED><U+FE0F>","next track button"
"<U+23ED>","next track button"
"<U+23EF><U+FE0F>","play or pause button"
"<U+23EF>","play or pause button"
"<U+25C0><U+FE0F>","reverse button"
"<U+25C0>","reverse button"
"<U+23EA>","fast reverse button"
"<U+23EE><U+FE0F>","last track button"
"<U+23EE>","last track button"
"<U+0001F53C>","upwards button"
"<U+23EB>","fast up button"
"<U+0001F53D>","downwards button"
"<U+23EC>","fast down button"
"<U+23F8><U+FE0F>","pause button"
"<U+23F8>","pause button"
"<U+23F9><U+FE0F>","stop button"
"<U+23F9>","stop button"
"<U+23FA><U+FE0F>","record button"
"<U+23FA>","record button"
"<U+23CF><U+FE0F>","eject button"
"<U+23CF>","eject button"
"<U+0001F3A6>","cinema"
"<U+0001F505>","dim button"
"<U+0001F506>","bright button"
"<U+0001F4F6>","antenna bars"
"<U+0001F4F3>","vibration mode"
"<U+0001F4F4>","mobile phone off"
"<U+2640><U+FE0F>","female sign"
"<U+2640>","female sign"
"<U+2642><U+FE0F>","male sign"
"<U+2642>","male sign"
"<U+2695><U+FE0F>","medical symbol"
"<U+2695>","medical symbol"
"<U+267E><U+FE0F>","infinity"
"<U+267E>","infinity"
"<U+267B><U+FE0F>","recycling symbol"
"<U+267B>","recycling symbol"
"<U+269C><U+FE0F>","fleur-de-lis"
"<U+269C>","fleur-de-lis"
"<U+0001F531>","trident emblem"
"<U+0001F4DB>","name badge"
"<U+0001F530>","Japanese symbol for beginner"
"<U+2B55>","hollow red circle"
"<U+2705>","check mark button"
"<U+2611><U+FE0F>","check box with check"
"<U+2611>","check box with check"
"<U+2714><U+FE0F>","check mark"
"<U+2714>","check mark"
"<U+2716><U+FE0F>","multiplication sign"
"<U+2716>","multiplication sign"
"<U+274C>","cross mark"
"<U+274E>","cross mark button"
"<U+2795>","plus sign"
"<U+2796>","minus sign"
"<U+2797>","division sign"
"<U+27B0>","curly loop"
"<U+27BF>","double curly loop"
"<U+303D><U+FE0F>","part alternation mark"
"<U+303D>","part alternation mark"
"<U+2733><U+FE0F>","eight-spoked asterisk"
"<U+2733>","eight-spoked asterisk"
"<U+2734><U+FE0F>","eight-pointed star"
"<U+2734>","eight-pointed star"
"<U+2747><U+FE0F>","sparkle"
"<U+2747>","sparkle"
"<U+203C><U+FE0F>","double exclamation mark"
"<U+203C>","double exclamation mark"
"<U+2049><U+FE0F>","exclamation question mark"
"<U+2049>","exclamation question mark"
"<U+2753>","question mark"
"<U+2754>","white question mark"
"<U+2755>","white exclamation mark"
"<U+2757>","exclamation mark"
"<U+3030><U+FE0F>","wavy dash"
"<U+3030>","wavy dash"
"©<U+FE0F>","copyright"
"©","copyright"
"®<U+FE0F>","registered"
"®","registered"
"™<U+FE0F>","trade mark"
"™","trade mark"
"<U+FE0F>","<U+20E3> keycap: #"
"<U+20E3>","keycap: #"
"<U+FE0F>","<U+20E3> keycap: *"
"<U+20E3>","keycap: *"
"0<U+FE0F>","<U+20E3> keycap: 0"
"0<U+20E3>","keycap: 0"
"1<U+FE0F>","<U+20E3> keycap: 1"
"1<U+20E3>","keycap: 1"
"2<U+FE0F>","<U+20E3> keycap: 2"
"2<U+20E3>","keycap: 2"
"3<U+FE0F>","<U+20E3> keycap: 3"
"3<U+20E3>","keycap: 3"
"4<U+FE0F>","<U+20E3> keycap: 4"
"4<U+20E3>","keycap: 4"
"5<U+FE0F>","<U+20E3> keycap: 5"
"5<U+20E3>","keycap: 5"
"6<U+FE0F>","<U+20E3> keycap: 6"
"6<U+20E3>","keycap: 6"
"7<U+FE0F>","<U+20E3> keycap: 7"
"7<U+20E3>","keycap: 7"
"8<U+FE0F>","<U+20E3> keycap: 8"
"8<U+20E3>","keycap: 8"
"9<U+FE0F>","<U+20E3> keycap: 9"
"9<U+20E3>","keycap: 9"
"<U+0001F51F>","keycap: 10"
"<U+0001F520>","input latin uppercase"
"<U+0001F521>","input latin lowercase"
"<U+0001F522>","input numbers"
"<U+0001F523>","input symbols"
"<U+0001F524>","input latin letters"
"<U+0001F170><U+FE0F>","A button (blood type)"
"<U+0001F170>","A button (blood type)"
"<U+0001F18E>","AB button (blood type)"
"<U+0001F171><U+FE0F>","B button (blood type)"
"<U+0001F171>","B button (blood type)"
"<U+0001F191>","CL button"
"<U+0001F192>","COOL button"
"<U+0001F193>","FREE button"
"<U+2139><U+FE0F>","information"
"<U+2139>","information"
"<U+0001F194>","ID button"
"<U+24C2><U+FE0F>","circled M"
"<U+24C2>","circled M"
"<U+0001F195>","NEW button"
"<U+0001F196>","NG button"
"<U+0001F17E><U+FE0F>","O button (blood type)"
"<U+0001F17E>","O button (blood type)"
"<U+0001F197>","OK button"
"<U+0001F17F><U+FE0F>","P button"
"<U+0001F17F>","P button"
"<U+0001F198>","SOS button"
"<U+0001F199>","UP! button"
"<U+0001F19A>","VS button"
"<U+0001F201>","Japanese “here” button"
"<U+0001F202><U+FE0F>","Japanese “service charge” button"
"<U+0001F202>","Japanese “service charge” button"
"<U+0001F237><U+FE0F>","Japanese “monthly amount” button"
"<U+0001F237>","Japanese “monthly amount” button"
"<U+0001F236>","Japanese “not free of charge” button"
"<U+0001F22F>","Japanese “reserved” button"
"<U+0001F250>","Japanese “bargain” button"
"<U+0001F239>","Japanese “discount” button"
"<U+0001F21A>","Japanese “free of charge” button"
"<U+0001F232>","Japanese “prohibited” button"
"<U+0001F251>","Japanese “acceptable” button"
"<U+0001F238>","Japanese “application” button"
"<U+0001F234>","Japanese “passing grade” button"
"<U+0001F233>","Japanese “vacancy” button"
"<U+3297><U+FE0F>","Japanese “congratulations” button"
"<U+3297>","Japanese “congratulations” button"
"<U+3299><U+FE0F>","Japanese “secret” button"
"<U+3299>","Japanese “secret” button"
"<U+0001F23A>","Japanese “open for business” button"
"<U+0001F235>","Japanese “no vacancy” button"
"<U+0001F534>","red circle"
"<U+0001F7E0>","orange circle"
"<U+0001F7E1>","yellow circle"
"<U+0001F7E2>","green circle"
"<U+0001F535>","blue circle"
"<U+0001F7E3>","purple circle"
"<U+0001F7E4>","brown circle"
"<U+26AB>","black circle"
"<U+26AA>","white circle"
"<U+0001F7E5>","red square"
"<U+0001F7E7>","orange square"
"<U+0001F7E8>","yellow square"
"<U+0001F7E9>","green square"
"<U+0001F7E6>","blue square"
"<U+0001F7EA>","purple square"
"<U+0001F7EB>","brown square"
"<U+2B1B>","black large square"
"<U+2B1C>","white large square"
"<U+25FC><U+FE0F>","black medium square"
"<U+25FC>","black medium square"
"<U+25FB><U+FE0F>","white medium square"
"<U+25FB>","white medium square"
"<U+25FE>","black medium-small square"
"<U+25FD>","white medium-small square"
"<U+25AA><U+FE0F>","black small square"
"<U+25AA>","black small square"
"<U+25AB><U+FE0F>","white small square"
"<U+25AB>","white small square"
"<U+0001F536>","large orange diamond"
"<U+0001F537>","large blue diamond"
"<U+0001F538>","small orange diamond"
"<U+0001F539>","small blue diamond"
"<U+0001F53A>","red triangle pointed up"
"<U+0001F53B>","red triangle pointed down"
"<U+0001F4A0>","diamond with a dot"
"<U+0001F518>","radio button"
"<U+0001F533>","white square button"
"<U+0001F532>","black square button"
"<U+0001F3C1>","chequered flag"
"<U+0001F6A9>","triangular flag"
"<U+0001F38C>","crossed flags"
"<U+0001F3F4>","black flag"
"<U+0001F3F3><U+FE0F>","white flag"
"<U+0001F3F3>","white flag"
"<U+0001F3F3><U+FE0F>","<U+200D><U+0001F308> rainbow flag"
"<U+0001F3F3><U+200D>","<U+0001F308> rainbow flag"
"<U+0001F3F4><U+200D>","<U+2620><U+FE0F> pirate flag"
"<U+0001F3F4><U+200D>","<U+2620> pirate flag"
"<U+0001F1E6><U+0001F1E8>","flag: Ascension Island"
"<U+0001F1E6><U+0001F1E9>","flag: Andorra"
"<U+0001F1E6><U+0001F1EA>","flag: United Arab Emirates"
"<U+0001F1E6><U+0001F1EB>","flag: Afghanistan"
"<U+0001F1E6><U+0001F1EC>","flag: Antigua & Barbuda"
"<U+0001F1E6><U+0001F1EE>","flag: Anguilla"
"<U+0001F1E6><U+0001F1F1>","flag: Albania"
"<U+0001F1E6><U+0001F1F2>","flag: Armenia"
"<U+0001F1E6><U+0001F1F4>","flag: Angola"
"<U+0001F1E6><U+0001F1F6>","flag: Antarctica"
"<U+0001F1E6><U+0001F1F7>","flag: Argentina"
"<U+0001F1E6><U+0001F1F8>","flag: American Samoa"
"<U+0001F1E6><U+0001F1F9>","flag: Austria"
"<U+0001F1E6><U+0001F1FA>","flag: Australia"
"<U+0001F1E6><U+0001F1FC>","flag: Aruba"
"<U+0001F1E6><U+0001F1FD>","flag: Åland Islands"
"<U+0001F1E6><U+0001F1FF>","flag: Azerbaijan"
"<U+0001F1E7><U+0001F1E6>","flag: Bosnia & Herzegovina"
"<U+0001F1E7><U+0001F1E7>","flag: Barbados"
"<U+0001F1E7><U+0001F1E9>","flag: Bangladesh"
"<U+0001F1E7><U+0001F1EA>","flag: Belgium"
"<U+0001F1E7><U+0001F1EB>","flag: Burkina Faso"
"<U+0001F1E7><U+0001F1EC>","flag: Bulgaria"
"<U+0001F1E7><U+0001F1ED>","flag: Bahrain"
"<U+0001F1E7><U+0001F1EE>","flag: Burundi"
"<U+0001F1E7><U+0001F1EF>","flag: Benin"
"<U+0001F1E7><U+0001F1F1>","flag: St. Barthélemy"
"<U+0001F1E7><U+0001F1F2>","flag: Bermuda"
"<U+0001F1E7><U+0001F1F3>","flag: Brunei"
"<U+0001F1E7><U+0001F1F4>","flag: Bolivia"
"<U+0001F1E7><U+0001F1F6>","flag: Caribbean Netherlands"
"<U+0001F1E7><U+0001F1F7>","flag: Brazil"
"<U+0001F1E7><U+0001F1F8>","flag: Bahamas"
"<U+0001F1E7><U+0001F1F9>","flag: Bhutan"
"<U+0001F1E7><U+0001F1FB>","flag: Bouvet Island"
"<U+0001F1E7><U+0001F1FC>","flag: Botswana"
"<U+0001F1E7><U+0001F1FE>","flag: Belarus"
"<U+0001F1E7><U+0001F1FF>","flag: Belize"
"<U+0001F1E8><U+0001F1E6>","flag: Canada"
"<U+0001F1E8><U+0001F1E8>","flag: Cocos (Keeling) Islands"
"<U+0001F1E8><U+0001F1E9>","flag: Congo - Kinshasa"
"<U+0001F1E8><U+0001F1EB>","flag: Central African Republic"
"<U+0001F1E8><U+0001F1EC>","flag: Congo - Brazzaville"
"<U+0001F1E8><U+0001F1ED>","flag: Switzerland"
"<U+0001F1E8><U+0001F1EE>","flag: Côte d’Ivoire"
"<U+0001F1E8><U+0001F1F0>","flag: Cook Islands"
"<U+0001F1E8><U+0001F1F1>","flag: Chile"
"<U+0001F1E8><U+0001F1F2>","flag: Cameroon"
"<U+0001F1E8><U+0001F1F3>","flag: China"
"<U+0001F1E8><U+0001F1F4>","flag: Colombia"
"<U+0001F1E8><U+0001F1F5>","flag: Clipperton Island"
"<U+0001F1E8><U+0001F1F7>","flag: Costa Rica"
"<U+0001F1E8><U+0001F1FA>","flag: Cuba"
"<U+0001F1E8><U+0001F1FB>","flag: Cape Verde"
"<U+0001F1E8><U+0001F1FC>","flag: Curaçao"
"<U+0001F1E8><U+0001F1FD>","flag: Christmas Island"
"<U+0001F1E8><U+0001F1FE>","flag: Cyprus"
"<U+0001F1E8><U+0001F1FF>","flag: Czechia"
"<U+0001F1E9><U+0001F1EA>","flag: Germany"
"<U+0001F1E9><U+0001F1EC>","flag: Diego Garcia"
"<U+0001F1E9><U+0001F1EF>","flag: Djibouti"
"<U+0001F1E9><U+0001F1F0>","flag: Denmark"
"<U+0001F1E9><U+0001F1F2>","flag: Dominica"
"<U+0001F1E9><U+0001F1F4>","flag: Dominican Republic"
"<U+0001F1E9><U+0001F1FF>","flag: Algeria"
"<U+0001F1EA><U+0001F1E6>","flag: Ceuta & Melilla"
"<U+0001F1EA><U+0001F1E8>","flag: Ecuador"
"<U+0001F1EA><U+0001F1EA>","flag: Estonia"
"<U+0001F1EA><U+0001F1EC>","flag: Egypt"
"<U+0001F1EA><U+0001F1ED>","flag: Western Sahara"
"<U+0001F1EA><U+0001F1F7>","flag: Eritrea"
"<U+0001F1EA><U+0001F1F8>","flag: Spain"
"<U+0001F1EA><U+0001F1F9>","flag: Ethiopia"
"<U+0001F1EA><U+0001F1FA>","flag: European Union"
"<U+0001F1EB><U+0001F1EE>","flag: Finland"
"<U+0001F1EB><U+0001F1EF>","flag: Fiji"
"<U+0001F1EB><U+0001F1F0>","flag: Falkland Islands"
"<U+0001F1EB><U+0001F1F2>","flag: Micronesia"
"<U+0001F1EB><U+0001F1F4>","flag: Faroe Islands"
"<U+0001F1EB><U+0001F1F7>","flag: France"
"<U+0001F1EC><U+0001F1E6>","flag: Gabon"
"<U+0001F1EC><U+0001F1E7>","flag: United Kingdom"
"<U+0001F1EC><U+0001F1E9>","flag: Grenada"
"<U+0001F1EC><U+0001F1EA>","flag: Georgia"
"<U+0001F1EC><U+0001F1EB>","flag: French Guiana"
"<U+0001F1EC><U+0001F1EC>","flag: Guernsey"
"<U+0001F1EC><U+0001F1ED>","flag: Ghana"
"<U+0001F1EC><U+0001F1EE>","flag: Gibraltar"
"<U+0001F1EC><U+0001F1F1>","flag: Greenland"
"<U+0001F1EC><U+0001F1F2>","flag: Gambia"
"<U+0001F1EC><U+0001F1F3>","flag: Guinea"
"<U+0001F1EC><U+0001F1F5>","flag: Guadeloupe"
"<U+0001F1EC><U+0001F1F6>","flag: Equatorial Guinea"
"<U+0001F1EC><U+0001F1F7>","flag: Greece"
"<U+0001F1EC><U+0001F1F8>","flag: South Georgia & South Sandwich Islands"
"<U+0001F1EC><U+0001F1F9>","flag: Guatemala"
"<U+0001F1EC><U+0001F1FA>","flag: Guam"
"<U+0001F1EC><U+0001F1FC>","flag: Guinea-Bissau"
"<U+0001F1EC><U+0001F1FE>","flag: Guyana"
"<U+0001F1ED><U+0001F1F0>","flag: Hong Kong SAR China"
"<U+0001F1ED><U+0001F1F2>","flag: Heard & McDonald Islands"
"<U+0001F1ED><U+0001F1F3>","flag: Honduras"
"<U+0001F1ED><U+0001F1F7>","flag: Croatia"
"<U+0001F1ED><U+0001F1F9>","flag: Haiti"
"<U+0001F1ED><U+0001F1FA>","flag: Hungary"
"<U+0001F1EE><U+0001F1E8>","flag: Canary Islands"
"<U+0001F1EE><U+0001F1E9>","flag: Indonesia"
"<U+0001F1EE><U+0001F1EA>","flag: Ireland"
"<U+0001F1EE><U+0001F1F1>","flag: Israel"
"<U+0001F1EE><U+0001F1F2>","flag: Isle of Man"
"<U+0001F1EE><U+0001F1F3>","flag: India"
"<U+0001F1EE><U+0001F1F4>","flag: British Indian Ocean Territory"
"<U+0001F1EE><U+0001F1F6>","flag: Iraq"
"<U+0001F1EE><U+0001F1F7>","flag: Iran"
"<U+0001F1EE><U+0001F1F8>","flag: Iceland"
"<U+0001F1EE><U+0001F1F9>","flag: Italy"
"<U+0001F1EF><U+0001F1EA>","flag: Jersey"
"<U+0001F1EF><U+0001F1F2>","flag: Jamaica"
"<U+0001F1EF><U+0001F1F4>","flag: Jordan"
"<U+0001F1EF><U+0001F1F5>","flag: Japan"
"<U+0001F1F0><U+0001F1EA>","flag: Kenya"
"<U+0001F1F0><U+0001F1EC>","flag: Kyrgyzstan"
"<U+0001F1F0><U+0001F1ED>","flag: Cambodia"
"<U+0001F1F0><U+0001F1EE>","flag: Kiribati"
"<U+0001F1F0><U+0001F1F2>","flag: Comoros"
"<U+0001F1F0><U+0001F1F3>","flag: St. Kitts & Nevis"
"<U+0001F1F0><U+0001F1F5>","flag: North Korea"
"<U+0001F1F0><U+0001F1F7>","flag: South Korea"
"<U+0001F1F0><U+0001F1FC>","flag: Kuwait"
"<U+0001F1F0><U+0001F1FE>","flag: Cayman Islands"
"<U+0001F1F0><U+0001F1FF>","flag: Kazakhstan"
"<U+0001F1F1><U+0001F1E6>","flag: Laos"
"<U+0001F1F1><U+0001F1E7>","flag: Lebanon"
"<U+0001F1F1><U+0001F1E8>","flag: St. Lucia"
"<U+0001F1F1><U+0001F1EE>","flag: Liechtenstein"
"<U+0001F1F1><U+0001F1F0>","flag: Sri Lanka"
"<U+0001F1F1><U+0001F1F7>","flag: Liberia"
"<U+0001F1F1><U+0001F1F8>","flag: Lesotho"
"<U+0001F1F1><U+0001F1F9>","flag: Lithuania"
"<U+0001F1F1><U+0001F1FA>","flag: Luxembourg"
"<U+0001F1F1><U+0001F1FB>","flag: Latvia"
"<U+0001F1F1><U+0001F1FE>","flag: Libya"
"<U+0001F1F2><U+0001F1E6>","flag: Morocco"
"<U+0001F1F2><U+0001F1E8>","flag: Monaco"
"<U+0001F1F2><U+0001F1E9>","flag: Moldova"
"<U+0001F1F2><U+0001F1EA>","flag: Montenegro"
"<U+0001F1F2><U+0001F1EB>","flag: St. Martin"
"<U+0001F1F2><U+0001F1EC>","flag: Madagascar"
"<U+0001F1F2><U+0001F1ED>","flag: Marshall Islands"
"<U+0001F1F2><U+0001F1F0>","flag: Macedonia"
"<U+0001F1F2><U+0001F1F1>","flag: Mali"
"<U+0001F1F2><U+0001F1F2>","flag: Myanmar (Burma)"
"<U+0001F1F2><U+0001F1F3>","flag: Mongolia"
"<U+0001F1F2><U+0001F1F4>","flag: Macao SAR China"
"<U+0001F1F2><U+0001F1F5>","flag: Northern Mariana Islands"
"<U+0001F1F2><U+0001F1F6>","flag: Martinique"
"<U+0001F1F2><U+0001F1F7>","flag: Mauritania"
"<U+0001F1F2><U+0001F1F8>","flag: Montserrat"
"<U+0001F1F2><U+0001F1F9>","flag: Malta"
"<U+0001F1F2><U+0001F1FA>","flag: Mauritius"
"<U+0001F1F2><U+0001F1FB>","flag: Maldives"
"<U+0001F1F2><U+0001F1FC>","flag: Malawi"
"<U+0001F1F2><U+0001F1FD>","flag: Mexico"
"<U+0001F1F2><U+0001F1FE>","flag: Malaysia"
"<U+0001F1F2><U+0001F1FF>","flag: Mozambique"
"<U+0001F1F3><U+0001F1E6>","flag: Namibia"
"<U+0001F1F3><U+0001F1E8>","flag: New Caledonia"
"<U+0001F1F3><U+0001F1EA>","flag: Niger"
"<U+0001F1F3><U+0001F1EB>","flag: Norfolk Island"
"<U+0001F1F3><U+0001F1EC>","flag: Nigeria"
"<U+0001F1F3><U+0001F1EE>","flag: Nicaragua"
"<U+0001F1F3><U+0001F1F1>","flag: Netherlands"
"<U+0001F1F3><U+0001F1F4>","flag: Norway"
"<U+0001F1F3><U+0001F1F5>","flag: Nepal"
"<U+0001F1F3><U+0001F1F7>","flag: Nauru"
"<U+0001F1F3><U+0001F1FA>","flag: Niue"
"<U+0001F1F3><U+0001F1FF>","flag: New Zealand"
"<U+0001F1F4><U+0001F1F2>","flag: Oman"
"<U+0001F1F5><U+0001F1E6>","flag: Panama"
"<U+0001F1F5><U+0001F1EA>","flag: Peru"
"<U+0001F1F5><U+0001F1EB>","flag: French Polynesia"
"<U+0001F1F5><U+0001F1EC>","flag: Papua New Guinea"
"<U+0001F1F5><U+0001F1ED>","flag: Philippines"
"<U+0001F1F5><U+0001F1F0>","flag: Pakistan"
"<U+0001F1F5><U+0001F1F1>","flag: Poland"
"<U+0001F1F5><U+0001F1F2>","flag: St. Pierre & Miquelon"
"<U+0001F1F5><U+0001F1F3>","flag: Pitcairn Islands"
"<U+0001F1F5><U+0001F1F7>","flag: Puerto Rico"
"<U+0001F1F5><U+0001F1F8>","flag: Palestinian Territories"
"<U+0001F1F5><U+0001F1F9>","flag: Portugal"
"<U+0001F1F5><U+0001F1FC>","flag: Palau"
"<U+0001F1F5><U+0001F1FE>","flag: Paraguay"
"<U+0001F1F6><U+0001F1E6>","flag: Qatar"
"<U+0001F1F7><U+0001F1EA>","flag: Réunion"
"<U+0001F1F7><U+0001F1F4>","flag: Romania"
"<U+0001F1F7><U+0001F1F8>","flag: Serbia"
"<U+0001F1F7><U+0001F1FA>","flag: Russia"
"<U+0001F1F7><U+0001F1FC>","flag: Rwanda"
"<U+0001F1F8><U+0001F1E6>","flag: Saudi Arabia"
"<U+0001F1F8><U+0001F1E7>","flag: Solomon Islands"
"<U+0001F1F8><U+0001F1E8>","flag: Seychelles"
"<U+0001F1F8><U+0001F1E9>","flag: Sudan"
"<U+0001F1F8><U+0001F1EA>","flag: Sweden"
"<U+0001F1F8><U+0001F1EC>","flag: Singapore"
"<U+0001F1F8><U+0001F1ED>","flag: St. Helena"
"<U+0001F1F8><U+0001F1EE>","flag: Slovenia"
"<U+0001F1F8><U+0001F1EF>","flag: Svalbard & Jan Mayen"
"<U+0001F1F8><U+0001F1F0>","flag: Slovakia"
"<U+0001F1F8><U+0001F1F1>","flag: Sierra Leone"
"<U+0001F1F8><U+0001F1F2>","flag: San Marino"
"<U+0001F1F8><U+0001F1F3>","flag: Senegal"
"<U+0001F1F8><U+0001F1F4>","flag: Somalia"
"<U+0001F1F8><U+0001F1F7>","flag: Suriname"
"<U+0001F1F8><U+0001F1F8>","flag: South Sudan"
"<U+0001F1F8><U+0001F1F9>","flag: São Tomé & Príncipe"
"<U+0001F1F8><U+0001F1FB>","flag: El Salvador"
"<U+0001F1F8><U+0001F1FD>","flag: Sint Maarten"
"<U+0001F1F8><U+0001F1FE>","flag: Syria"
"<U+0001F1F8><U+0001F1FF>","flag: Eswatini"
"<U+0001F1F9><U+0001F1E6>","flag: Tristan da Cunha"
"<U+0001F1F9><U+0001F1E8>","flag: Turks & Caicos Islands"
"<U+0001F1F9><U+0001F1E9>","flag: Chad"
"<U+0001F1F9><U+0001F1EB>","flag: French Southern Territories"
"<U+0001F1F9><U+0001F1EC>","flag: Togo"
"<U+0001F1F9><U+0001F1ED>","flag: Thailand"
"<U+0001F1F9><U+0001F1EF>","flag: Tajikistan"
"<U+0001F1F9><U+0001F1F0>","flag: Tokelau"
"<U+0001F1F9><U+0001F1F1>","flag: Timor-Leste"
"<U+0001F1F9><U+0001F1F2>","flag: Turkmenistan"
"<U+0001F1F9><U+0001F1F3>","flag: Tunisia"
"<U+0001F1F9><U+0001F1F4>","flag: Tonga"
"<U+0001F1F9><U+0001F1F7>","flag: Turkey"
"<U+0001F1F9><U+0001F1F9>","flag: Trinidad & Tobago"
"<U+0001F1F9><U+0001F1FB>","flag: Tuvalu"
"<U+0001F1F9><U+0001F1FC>","flag: Taiwan"
"<U+0001F1F9><U+0001F1FF>","flag: Tanzania"
"<U+0001F1FA><U+0001F1E6>","flag: Ukraine"
"<U+0001F1FA><U+0001F1EC>","flag: Uganda"
"<U+0001F1FA><U+0001F1F2>","flag: U.S. Outlying Islands"
"<U+0001F1FA><U+0001F1F3>","flag: United Nations"
"<U+0001F1FA><U+0001F1F8>","flag: United States"
"<U+0001F1FA><U+0001F1FE>","flag: Uruguay"
"<U+0001F1FA><U+0001F1FF>","flag: Uzbekistan"
"<U+0001F1FB><U+0001F1E6>","flag: Vatican City"
"<U+0001F1FB><U+0001F1E8>","flag: St. Vincent & Grenadines"
